"amphibian_ntaxa.x","amphibian_mpd.obs","amphibian_mpd.rand.mean","amphibian_mpd.rand.sd","amphibian_mpd.obs.rank","amphibian_mpd.obs.z","amphibian_mpd.obs.p","amphibian_runs.x","amphibian_NRI","grid_id","amphibian_ntaxa.y","amphibian_mntd.obs","amphibian_mntd.rand.mean","amphibian_mntd.rand.sd","amphibian_mntd.obs.rank","amphibian_mntd.obs.z","amphibian_mntd.obs.p","amphibian_runs.y","amphibian_NTI"
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10114,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
9,308.199583833333,297.47192349633,36.661910524641,576,0.292610510022206,0.576,999,-0.292610510022206,10115,9,186.680818888889,160.541636436659,36.5215402223438,754,0.715719608020204,0.754,999,-0.715719608020204
11,314.572295927273,298.06394333681,32.9487707684564,648,0.501030909664996,0.648,999,-0.501030909664996,10116,11,135.767878909091,147.467023544636,30.9040879698066,371,-0.378563012342403,0.371,999,0.378563012342403
12,309.247565787879,298.034244944596,31.0328058972269,591,0.361337639929128,0.591,999,-0.361337639929128,10117,12,129.132844166667,141.994644462462,29.1806929250176,346,-0.440764046585369,0.346,999,0.440764046585369
12,309.247565787879,298.034244944596,31.0328058972269,591,0.361337639929128,0.591,999,-0.361337639929128,10118,12,129.132844166667,141.994644462462,29.1806929250176,346,-0.440764046585369,0.346,999,0.440764046585369
12,310.486573454545,298.500030327403,31.3478087213544,607,0.382372600065565,0.607,999,-0.382372600065565,10119,12,142.7619285,143.197743076076,28.3691810502225,483,-0.0153622543881181,0.483,999,0.0153622543881181
13,300.392806307692,298.374474683132,29.276043094949,488,0.0689414077583688,0.488,999,-0.0689414077583688,10120,13,129.998458769231,138.620041189497,25.9730004211945,377,-0.331944029586625,0.377,999,0.331944029586625
15,282.924772495238,298.202031218695,26.8046513972199,278,-0.569948047339325,0.278,999,0.569948047339325,10121,15,106.533595066667,129.979758314448,23.348768094,162,-1.00417131873463,0.162,999,1.00417131873463
7,289.239041142857,297.369356872873,42.7144227031082,397,-0.190341229390515,0.397,999,0.190341229390515,10202,7,154.211986285714,176.131206594309,43.2113109402778,336,-0.50725654537278,0.336,999,0.50725654537278
7,289.239041142857,297.369356872873,42.7144227031082,397,-0.190341229390515,0.397,999,0.190341229390515,10203,7,154.211986285714,176.131206594309,43.2113109402778,336,-0.50725654537278,0.336,999,0.50725654537278
7,289.239041142857,297.369356872873,42.7144227031082,397,-0.190341229390515,0.397,999,0.190341229390515,10204,7,154.211986285714,176.131206594309,43.2113109402778,336,-0.50725654537278,0.336,999,0.50725654537278
7,289.239041142857,297.369356872873,42.7144227031082,397,-0.190341229390515,0.397,999,0.190341229390515,10205,7,154.211986285714,176.131206594309,43.2113109402778,336,-0.50725654537278,0.336,999,0.50725654537278
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10206,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10207,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10208,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10209,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10210,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10211,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10212,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10213,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10214,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10215,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10216,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
10,297.387814533333,298.12106322765,34.1189802386236,455,-0.0214909322959923,0.455,999,0.0214909322959923,10217,10,180.291461,153.542657418018,33.4620796827567,780,0.799376602876414,0.78,999,-0.799376602876414
12,324.904913424242,298.144674520718,31.4393805504973,788,0.851169407124385,0.788,999,-0.851169407124385,10218,12,136.241295833333,142.193735090757,28.9004348138283,435,-0.205963657494039,0.435,999,0.205963657494039
13,320.274410846154,298.104811606979,29.7208102452522,746,0.745928494419719,0.746,999,-0.745928494419719,10219,13,130.080231692308,137.247800088088,27.3195695974197,403,-0.262360223876198,0.403,999,0.262360223876198
12,309.247565787879,298.034244944596,31.0328058972269,591,0.361337639929128,0.591,999,-0.361337639929128,10220,12,129.132844166667,141.994644462462,29.1806929250176,346,-0.440764046585369,0.346,999,0.440764046585369
13,300.392806307692,298.374474683132,29.276043094949,488,0.0689414077583688,0.488,999,-0.0689414077583688,10221,13,129.998458769231,138.620041189497,25.9730004211945,377,-0.331944029586625,0.377,999,0.331944029586625
13,300.392806307692,298.374474683132,29.276043094949,488,0.0689414077583688,0.488,999,-0.0689414077583688,10222,13,129.998458769231,138.620041189497,25.9730004211945,377,-0.331944029586625,0.377,999,0.331944029586625
15,282.924772495238,298.202031218695,26.8046513972199,278,-0.569948047339325,0.278,999,0.569948047339325,10223,15,106.533595066667,129.979758314448,23.348768094,162,-1.00417131873463,0.162,999,1.00417131873463
7,289.239041142857,297.369356872873,42.7144227031082,397,-0.190341229390515,0.397,999,0.190341229390515,10304,7,154.211986285714,176.131206594309,43.2113109402778,336,-0.50725654537278,0.336,999,0.50725654537278
7,289.239041142857,297.369356872873,42.7144227031082,397,-0.190341229390515,0.397,999,0.190341229390515,10305,7,154.211986285714,176.131206594309,43.2113109402778,336,-0.50725654537278,0.336,999,0.50725654537278
7,289.239041142857,297.369356872873,42.7144227031082,397,-0.190341229390515,0.397,999,0.190341229390515,10306,7,154.211986285714,176.131206594309,43.2113109402778,336,-0.50725654537278,0.336,999,0.50725654537278
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10307,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10308,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10309,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10310,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10311,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10312,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10313,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10314,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10315,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10316,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10317,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
10,297.387814533333,298.12106322765,34.1189802386236,455,-0.0214909322959923,0.455,999,0.0214909322959923,10318,10,180.291461,153.542657418018,33.4620796827567,780,0.799376602876414,0.78,999,-0.799376602876414
12,324.904913424242,298.144674520718,31.4393805504973,788,0.851169407124385,0.788,999,-0.851169407124385,10319,12,136.241295833333,142.193735090757,28.9004348138283,435,-0.205963657494039,0.435,999,0.205963657494039
12,324.904913424242,298.144674520718,31.4393805504973,788,0.851169407124385,0.788,999,-0.851169407124385,10320,12,136.241295833333,142.193735090757,28.9004348138283,435,-0.205963657494039,0.435,999,0.205963657494039
13,320.274410846154,298.104811606979,29.7208102452522,746,0.745928494419719,0.746,999,-0.745928494419719,10321,13,130.080231692308,137.247800088088,27.3195695974197,403,-0.262360223876198,0.403,999,0.262360223876198
14,325.119331758242,298.305277128942,28.4022583063352,817,0.944081781810945,0.817,999,-0.944081781810945,10322,14,115.455357857143,133.610128047476,25.4378754522408,245,-0.713690505499113,0.245,999,0.713690505499113
14,311.524678945055,298.177218419133,27.7574650838872,652,0.480860211319135,0.652,999,-0.480860211319135,10323,14,119.134273857143,133.984004101816,24.9506580452682,280,-0.595163871739626,0.28,999,0.595163871739626
15,302.261129733333,298.181160694018,26.7989494524814,517,0.152243618599672,0.517,999,-0.152243618599672,10324,15,109.586473866667,129.620531865866,23.4749312442193,193,-0.853423500617605,0.193,999,0.853423500617605
7,289.239041142857,297.369356872873,42.7144227031082,397,-0.190341229390515,0.397,999,0.190341229390515,10407,7,154.211986285714,176.131206594309,43.2113109402778,336,-0.50725654537278,0.336,999,0.50725654537278
7,289.239041142857,297.369356872873,42.7144227031082,397,-0.190341229390515,0.397,999,0.190341229390515,10408,7,154.211986285714,176.131206594309,43.2113109402778,336,-0.50725654537278,0.336,999,0.50725654537278
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10409,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
1,NA,NA,NA,NA,NA,NA,999,NA,1041,1,NA,NA,NA,NA,NA,NA,999,NA
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10410,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10411,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10412,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10413,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10414,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10415,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10416,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10417,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10418,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
9,308.199583833333,297.47192349633,36.661910524641,576,0.292610510022206,0.576,999,-0.292610510022206,10419,9,186.680818888889,160.541636436659,36.5215402223438,754,0.715719608020204,0.754,999,-0.715719608020204
12,324.904913424242,298.144674520718,31.4393805504973,788,0.851169407124385,0.788,999,-0.851169407124385,10420,12,136.241295833333,142.193735090757,28.9004348138283,435,-0.205963657494039,0.435,999,0.205963657494039
12,324.904913424242,298.144674520718,31.4393805504973,788,0.851169407124385,0.788,999,-0.851169407124385,10421,12,136.241295833333,142.193735090757,28.9004348138283,435,-0.205963657494039,0.435,999,0.205963657494039
12,324.904913424242,298.144674520718,31.4393805504973,788,0.851169407124385,0.788,999,-0.851169407124385,10422,12,136.241295833333,142.193735090757,28.9004348138283,435,-0.205963657494039,0.435,999,0.205963657494039
12,324.904913424242,298.144674520718,31.4393805504973,788,0.851169407124385,0.788,999,-0.851169407124385,10423,12,136.241295833333,142.193735090757,28.9004348138283,435,-0.205963657494039,0.435,999,0.205963657494039
15,317.923977352381,298.195138224844,26.7516100614421,750,0.737482307876969,0.75,999,-0.737482307876969,10424,15,106.214122133333,129.984990766633,23.7358456281735,164,-1.00147553222561,0.164,999,1.00147553222561
16,310.21492575,298.026142707966,25.5948217006211,659,0.47622066621929,0.659,999,-0.47622066621929,10425,16,101.356061125,125.841279197698,22.6054269418778,136,-1.08315663029295,0.136,999,1.08315663029295
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10511,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10512,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10513,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10514,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10515,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10516,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10517,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10518,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
9,299.410057777778,297.895959545851,36.3422304864394,481,0.0416622263317419,0.481,999,-0.0416622263317419,10519,9,174.68572,159.863556252697,35.4887823272197,654,0.417657715348953,0.654,999,-0.417657715348953
1,NA,NA,NA,NA,NA,NA,999,NA,1052,1,NA,NA,NA,NA,NA,NA,999,NA
9,299.410057777778,297.895959545851,36.3422304864394,481,0.0416622263317419,0.481,999,-0.0416622263317419,10520,9,174.68572,159.863556252697,35.4887823272197,654,0.417657715348953,0.654,999,-0.417657715348953
11,314.572295927273,298.06394333681,32.9487707684564,648,0.501030909664996,0.648,999,-0.501030909664996,10521,11,135.767878909091,147.467023544636,30.9040879698066,371,-0.378563012342403,0.371,999,0.378563012342403
12,324.904913424242,298.144674520718,31.4393805504973,788,0.851169407124385,0.788,999,-0.851169407124385,10522,12,136.241295833333,142.193735090757,28.9004348138283,435,-0.205963657494039,0.435,999,0.205963657494039
12,324.904913424242,298.144674520718,31.4393805504973,788,0.851169407124385,0.788,999,-0.851169407124385,10523,12,136.241295833333,142.193735090757,28.9004348138283,435,-0.205963657494039,0.435,999,0.205963657494039
12,324.904913424242,298.144674520718,31.4393805504973,788,0.851169407124385,0.788,999,-0.851169407124385,10524,12,136.241295833333,142.193735090757,28.9004348138283,435,-0.205963657494039,0.435,999,0.205963657494039
13,328.453368410256,298.375037731539,29.7326257752161,834,1.0116271232186,0.834,999,-1.0116271232186,10525,13,120.017503692308,137.91666765581,26.8707724107217,263,-0.666120187760588,0.263,999,0.666120187760588
14,320.016716043956,298.232873175472,27.9660332068792,759,0.778939319256956,0.759,999,-0.778939319256956,10526,14,109.790312142857,134.144356037895,25.0072468877395,161,-0.973879451999096,0.161,999,0.973879451999096
16,310.21492575,298.026142707966,25.5948217006211,659,0.47622066621929,0.659,999,-0.47622066621929,10527,16,101.356061125,125.841279197698,22.6054269418778,136,-1.08315663029295,0.136,999,1.08315663029295
2,345.00961,307.370640042042,112.498974759631,490,0.334571670883034,0.49,999,-0.334571670883034,1053,2,345.00961,298.833170576577,111.294784317018,529,0.414902097225796,0.529,999,-0.414902097225796
2,345.00961,307.370640042042,112.498974759631,490,0.334571670883034,0.49,999,-0.334571670883034,1054,2,345.00961,298.833170576577,111.294784317018,529,0.414902097225796,0.529,999,-0.414902097225796
2,345.00961,307.370640042042,112.498974759631,490,0.334571670883034,0.49,999,-0.334571670883034,1055,2,345.00961,298.833170576577,111.294784317018,529,0.414902097225796,0.529,999,-0.414902097225796
2,345.00961,307.370640042042,112.498974759631,490,0.334571670883034,0.49,999,-0.334571670883034,1056,2,345.00961,298.833170576577,111.294784317018,529,0.414902097225796,0.529,999,-0.414902097225796
2,345.00961,307.370640042042,112.498974759631,490,0.334571670883034,0.49,999,-0.334571670883034,1057,2,345.00961,298.833170576577,111.294784317018,529,0.414902097225796,0.529,999,-0.414902097225796
2,345.00961,307.370640042042,112.498974759631,490,0.334571670883034,0.49,999,-0.334571670883034,1058,2,345.00961,298.833170576577,111.294784317018,529,0.414902097225796,0.529,999,-0.414902097225796
2,345.00961,307.370640042042,112.498974759631,490,0.334571670883034,0.49,999,-0.334571670883034,1060,2,345.00961,298.833170576577,111.294784317018,529,0.414902097225796,0.529,999,-0.414902097225796
9,294.542956555556,296.998258816761,36.0713336516245,423,-0.0680679645759388,0.423,999,0.0680679645759388,10615,9,162.720093555556,158.649970234012,35.2337550034124,544,0.115517727847899,0.544,999,-0.115517727847899
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10616,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10617,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
8,311.5085205,296.9254384576,39.4270095639129,607,0.369875428131564,0.607,999,-0.369875428131564,10618,8,181.17303,167.606850211211,39.0773570320922,622,0.34716216292846,0.622,999,-0.34716216292846
