internalTaxonId,scientificName,kingdomName,phylumName,className,orderName,familyName,genusName,speciesName,infraType,infraName,infraAuthority,subpopulationName,authority,taxonomicNotes
157285,Hemorrhois ravergieri,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Hemorrhois,ravergieri,,,,,"(Ménétries, 1832)","This species is included in <em>Hemorrhois</em>, rather than <em>Coluber</em>, following Nagy <em>et al</em>. (2004). It appears to be paraphyletic (Schätti and Utiger 2001)."
157286,Eremias velox,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,LACERTIDAE,Eremias,velox,,,,,"(Pallas, 1771)","Records of this species from Pakistan, reported at least as recently as Khan (1999), refer to <em>Eremias persica</em>, previously a subspecies of<em> E. velox</em> (Baig and Masroor 2006). Four subspecies are presently recognized, <em>E. v. borkini</em>, <em>E. v. caucasica</em> and <em>E. v. roborowskii</em> in addition to the nominate form."
15918,Palea steindachneri,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TRIONYCHIDAE,Palea,steindachneri,,,,,"(Siebenrock, 1906)",
163414,Cuora mouhotii,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Cuora,mouhotii,,,,,"(Gray, 1862)","<p>Two subspecies are recognised: <em>Cuora mouhoutii mouhotii</em> (Gray, 1863) and <em>C. m. obsti</em> (Fritz, Andreas &amp; Lehr, 1997).<strong><br/><br/></strong>Traditionally placed in the monotypic genus <em>Pyxidea</em> until Honda <em>et al.</em> (2002) demonstrated that <em>mouhotii</em> is genetically nested inside <em>Cuora</em>. Hybrids of <em>C. mouhotii </em>with<em> Cuora galbinifrons</em> or <em>C. bourreti</em> gave rise to specimens that were erroneously described as a separate species, <em>Cuora serrata</em>.&#160;</p>"
163415,Cyclemys oldhamii,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,GEOEMYDIDAE,Cyclemys,oldhamii,,,,,"Gray, 1863","Included with&#160;<em>Cyclemys dentata</em>&#160;until very recently.&#160;Previously considered to contain just a single, variable species, <em>Cyclemys </em>remains subject to ongoing taxonomic investigations which rearrange the taxonomy and nomenclature on an ongoing basis.&#160;Key references: Fritz <em>et al</em>. 1996, 1997; Iverson and McCord 1997; Guicking <em>et al</em>. 2002."
164579,Varanus bengalensis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VARANIDAE,Varanus,bengalensis,,,,,"(Daudin, 1802)","<span style=""font-style: italic;"">Varanus irrawadicus</span> Yang &amp; Li, 1987 and <span style=""font-style: italic;"">V. vietnamensis</span> Yang &amp; Liu, 1994 were previously described as nominal species, but both were synonymized with <span style=""font-style: italic;"">V. bengalensis</span> by Böhme and Ziegler (1997). The same authors raised <span style=""font-style: italic;"">V. bengalensis nebulosus</span> (Gray, 1831) to full  species status based on a <span style=""font-style: italic;"">V. b. bengalensis</span> specimen obtained from a market in Phuket (exhibiting characters within the range of <span style=""font-style: italic;"">V. b. nebulosus</span>), which was thought to prove sympatry between the two forms, together with differences in hemipenial structure. It is widely accepted that this specimen instead represents a geographic race of <span style=""font-style: italic;"">V. bengalensis</span>, based on a very detailed study of geographic variation in <span style=""font-style: italic;"">V. bengalensis</span> across its range (Auffenberg 1994). The Phuket locality is also considered doubtful, as this is an extensively-visited area where no <em>nebulosus-</em>morph monitors have otherwise been recorded, and the specimen recorded in the market may have been collected further north&#160;(D. Bennett pers. comm. 2017). Consequently <em>V. nebulosus </em>is treated here as a junior synonym of <em>V. bengalensis</em>."
164580,Teratoscincus scincus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,SPHAERODACTYLIDAE,Teratoscincus,scincus,,,,,"(Schlegel, 1858)","Macey <em>et al</em>. (2005) conducted a phylogenetic analysis of the genus <em>Teratoscincus</em> and concluded on genetic grounds that <em>T. keyserlingi </em>(until then regarded as a subspecies of <em>T. scincus</em>) should be considered a valid species. This author did not, however, conduct any morphological work to determine whether the proposed arrangement represented a morphologically diagnosable species (P. Uetz pers. comm. 2013). Subsequently Wagner <em>et al.</em> (2016) noted that most Afghan records of this species appear to be referable to&#160;<em>T. keyserlingi</em>. These authors note that the assignment of Afghan records to the two taxa is ""complicated"", although they recognize both as distinct species occurring in Afghanistan. Nazarov <em>et al.</em> (2017) subsequently elevated the isolated Fergana Valley form <em>T. s. rustamowi </em>to specific status based on both molecular and morphological methods and clarified range limits within <em>Teratoscincus </em>as presently understood."
164775,Eryx tataricus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,BOIDAE,Eryx,tataricus,,,,,"(Lichtenstein, 1823)","This species exhibits close similarities to&#160;<em>Eryx miliaris</em>, and the two are difficult to distinguish (Ezkandarzadeh&#160;<em>et al.&#160;</em>2013). Ezkandarzadeh&#160;<em>et al.</em>&#160;(2013) attribute records of&#160;<em>E. tataricus</em>&#160;from Khorasan Province in northeastern Iran to<em>&#160;E. miliaris</em>. The distribution of the two taxa elsewhere is in need of clarification: Zhao and Adler (1993) provide a ""composite range"" for the complex in China as the separate ranges of the two taxa in this country cannot be identified. Ezkandarzadeh&#160;<em>et al.</em>&#160;(2013) outline the distribution of both species and report both from Mongolia,&#160;however, Zhao and Adler (1993) and Terbish&#160;<em>et al</em>. (2006) consider that only&#160;<em>E. tataricus</em>&#160;occurs in this country. Cryptic species may exist within the&#160;<em>E. miliaris</em>-<em>tataricus</em>&#160;complex, based on the finding by Ezkandarzadeh&#160;<em>et al</em>. (2013) that two Iranian specimens (to which they applied the name&#160;<em>Eryx</em>&#160;cf.&#160;<em>miliaris</em>) could not confidently be referred to this taxon. The subspecies <em>Eryx tataricus vittatus</em> is sometimes treated as a distinct species following Tokar (1989), a scheme followed widely in Russian literature, however the distinctness of this taxon was not supported by Kluge (1993 using a different set of osteological characters. Given the problematic taxonomy of the <em>miliaris-tataricus</em> complex as a whole and the low degree of both morphological and genetic differentiation between these taxa (Pyron <em>et al.</em> 2014, Ezkandarzadeh <em>et al.</em> 2013) it is retained here as a subspecies pending a revision of the group as a whole. This follows the recommendation by Reynolds <em>et al.</em> (2014), who identified <em>E. t. vittatus</em> as a diagnosable taxon but noted the lack of cl<span style=""background-color: white;"">arity regarding the distributions of all three taxa (<em>E. tataricus</em>, <em>E. miliaris</em>, and <em>E. t. vitttaus</em>). New phylogenetic research suggests that <em style="""">E. tataricus</em> represents a junior synonym of <em style="""">E. miliaris</em> (Eskandarzadeh <em>et al.</em> 2020), but this account retains it as valid pending further research to confirm this assignment given the complex taxonomic history of these names and the need for wider sampling outside Iran.</span>"
164777,Trapelus sanguinolentus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,AGAMIDAE,Trapelus,sanguinolentus,,,,,"(Pallas, 1814)","The taxon&#160;<em>Trapelus sanguinolentus</em>&#160;is variously considered a distinct species or a subspecies of<em>&#160;T. agilis&#160;</em>(the latter scheme following Rastegar-Pouyani 1998). Macey and Ananjeva (2004) found that the two taxa were genetically distinct. This account treats&#160;<em>T. sanguinolentus</em>&#160;as a full species following Melville&#160;<em>et al</em>. (2009) and Wagner<em>&#160;et al.</em>&#160;(2011), although Shahamat <em>et al.</em> (2020) found that this arrangement renders <em>T. agilis </em>paraphyletic based on mtDNA.<br/>In Central Asia this form has sometimes been known as<em>&#160;T. s. aralensis</em>, although this subspecific division has been controversial (Macey and Ananjeva 2004). Macey and Ananjeva (2004) investigated allozyme variation within the two lineages of<em> T. sanguinolentus</em>, and found very little evidence of genetic variation. On this basis, <em>T. s. aralensis</em> should be considered a junior synonym of <em>T. s. sanguinolentus</em> (Macey and Ananjeva 2004)."
135458600,Pelochelys cantorii,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,TRIONYCHIDAE,Pelochelys,cantorii,,,,,"Gray, 1864",The conservation assessment of this taxon is complicated by the conviction that the current taxonomic designation hides a complex of several different species.
172703,Hemidactylus brookii,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,GEKKONIDAE,Hemidactylus,brookii,,,,,"Gray, 1845","<span style=""font-style: italic;"">Hemidactylus brookii</span> was described by Gray, 1845 based on specimens collected from Borneo (Smith 1935). The traditional species concept for <em>H. brookii</em> is a very widespread, pantropical lizard, and its taxonomic history is confused (Bauer <em>et al.</em> 2010; see this paper and Mahony 2011 for a taxonomic discussion). New World members of this lineage were elevated to species status (as <em>H. haitianus</em> and <em>H. leightoni</em>) by Powell <em>et al.</em> (1996); <em>H. haitanus</em> has also been confirmed as the lineage represented on Bioko Island, Equatorial Guinea (Carranza and Arnold 2006), implying that this species likely represents a historical introduction to the West Indies.<em> H. haitianus</em> and <em>H. leightoni</em> have subsequently been synonymized within <em>H. angulatus</em> (Rösler and Glaw 2010). Carranza and Arnold (2006) elevated African <em>H. angulatus</em>, previously a subspecies of <em>H. brookii</em>, to specific status, confining <em>H. brookii</em> to Asia, and confirmed that <em>H. angulatus</em>, <em>H. leightoni</em> and <em>H. haitianus</em> are only distantly-related to <em>H. brookii</em>. Bauer <span style=""font-style: italic;"">et al</span>. (2010) examined the taxonomic status of Asian forms and raised the taxon <span style=""font-style: italic;"">parvimaculatus </span>Deraniyagala, 1953 to specific status, reporting it from south of Palghat Gap in India, and from Sri Lanka<span style=""font-style: italic;"">. </span>This is probably also the form that occurs in the Comoros and Mascarene Islands based on genetic similarity to Sri Lankan populations (Rocha <em>et al.</em> 2005, Bauer <em>et al.</em> 2010) (although work in press suggests that some of these presumed <em>H. parvimaculatus </em>may be referrable to <em>H. malcolmsmithi </em>- A. Bauer pers. comm. 2019). <br/><br/>Rösler and Glaw (2010) subsequently removed the Indonesian <em>H. tenkatei</em> from synonymy with <em>H. brookii</em> on morphological grounds. Mahony (2011) synonymized the Burmese form <em>H. subtriedroides</em>, treated as a synonym of <em>H. brookii</em> by Bauer <em>et al.</em> (2010), with <em>H. tenkatei</em>. This action was subsequently disputed by Kathriner <em>et al.</em> (2014), but the status of <em>H. subtriedroides </em>remains unresolved (Lajmi <em>et al</em>. 2016). Following Zug <em>et al.</em> (2007) the Indian population previously treated as <em>H. mahendrai</em> is included in the synonymy of <em>H. brookii</em> by Bauer <em>et al.</em>  (2010) and (provisionally, pending examination of type material) by Mahony (2011). The distributions of <em>H. brookii</em> and <em>H. parvimaculatus</em> in India remain unclear. A comprehensive review of all Indian taxa  presently included within <span style=""font-style: italic;"">H. brookii</span> is urgently required (Bauer <span style=""font-style: italic;"">et al. </span>2011).<br/><br/>Following this complex series of taxonomic changes, Mahony (2011) reexamined type specimens of <em>H. brookii</em> and redescribed this species based on two of the three syntypes (the third being found by these authors' examination to represent <em>H. tenkatei</em>). On nomenclatural grounds, Mahony (2011) retained <em>Gecko tytleri</em> within the synonymy of <em>H. brookii</em>. This author also tentatively retained <em>H. murrayi</em> from Gujurat as a junior synonym of <em>H. brookii</em> in the absence of comparative material to confirm its specific identity, but noted that based on the original description it is ""very unlikely to be conspecific with <em>H. brookii s.s.</em>"". He also provisionally included <em>H. luzonensis</em> (considered a probable junior synonym of <em>H. tenkatei</em> by Rösler and Glaw 2010) within the synonymy of <em>H. brookii</em> until Philippine specimens can be examined to verify their identity. Two remaining names previously treated as synonyms of <em>H. brookii</em>, <em>H. gleadowi</em> and <em>H. kushmorensis</em>, were resurrected for Pakistani members of the <em>brookii</em> complex found to represent distinct species (Mahony 2011).<br/><br/>Lajmi <em>et al. </em>(2016) conducted a combined morphological and molecular analysis of the <em>H. brookii </em>complex sensu lato, focusing particularly on delimiting species in India. These results suggest that 5-7 major clades exist within the complex, five of which appear to correspond to species described or resurrected in the above-described studies, and one of which contains five described species. The authors resurrect the name <em>H. murrayi </em>for the remaining clade based on comparison with material from the Gujurat type locality; they propose that this may be a senior synonym for the taxon described by Rösler and Glaw (2010) as <em>H. tentakei</em>. Their sequence data and comparison with Bornean material of <em>H. brookii&#160;</em>suggests that this name is likely to be applicable to the form widespread through mainland Southeast Asia, and that Bauer <em>et al. </em>(2010) were in error to consider this taxon conspecific with the Borneo type series. This account provisionally retains the name <em>H. brookii </em>for this taxon, as the Indian study did not conduct morphological analysis of Southeast Asian records to confirm their identity. Uetz (2017) noted that the status of <em>H. murrayi </em>is uncertain as the type series has been lost."
17585,Platysternon megacephalum,ANIMALIA,CHORDATA,REPTILIA,TESTUDINES,PLATYSTERNIDAE,Platysternon,megacephalum,,,,,"Gray, 1831",
176324,Achalinus ater,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,XENODERMIDAE,Achalinus,ater,,,,,"Bourret, 1937",
176325,Achalinus jinggangensis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,XENODERMIDAE,Achalinus,jinggangensis,,,,,"(Zong &amp; Ma, 1983)",
176329,Ahaetulla prasina,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Ahaetulla,prasina,,,,,"(Boie, 1827)",
176631,Calamaria septentrionalis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,CALAMARIIDAE,Calamaria,septentrionalis,,,,,"Boulenger, 1890",
177416,Oligodon lacroixi,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Oligodon,lacroixi,,,,,"Angel &amp; Bourret, 1933",
177427,Oocatochus rufodorsatus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Oocatochus,rufodorsatus,,,,,"(Cantor, 1842)",
177428,Opisthotropis maxwelli,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Opisthotropis,maxwelli,,,,,"Boulenger, 1914",
177430,Paratapinophis praemaxillaris,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Paratapinophis,praemaxillaris,,,,,"Angel, 1929",
177434,Pareas boulengeri,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,PAREIDAE,Pareas,boulengeri,,,,,"(Angel, 1920)",
177441,Plagiopholis nuchalis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,PSEUDOXENODONTIDAE,Plagiopholis,nuchalis,,,,,"(Boulenger, 1893)",
177442,Plagiopholis styani,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,PSEUDOXENODONTIDAE,Plagiopholis,styani,,,,,"(Boulenger, 1899)",
177487,Naja kaouthia,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ELAPIDAE,Naja,kaouthia,,,,,"Lesson, 1831",
177504,Rhabdophis nuchalis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Rhabdophis,nuchalis,,,,,"(Boulenger, 1891)","<p>Jiang and Zhao (1983) described a subspecies <span style=""font-style: italic;"">R. n. pentasupralabialis</span> for the specimens from Sichuan and Yunnan, China. Subsequently, based on a morphological comparison, Zhao (1995) give a specific rank for this taxon, as <span style=""font-style: italic;"">R. pentasupralabialis</span>. Therefore <span style=""font-style: italic;"">R. nuchalis</span> is a monotypic species now.<br/></p>"
177519,Trimerodytes aequifasciatus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Trimerodytes,aequifasciatus,,,,,"(Barbour, 1908)",
177540,Ophiophagus hannah,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,ELAPIDAE,Ophiophagus,hannah,,,,,"(Cantor, 1836)","Because of the wide distribution of this species, many herpetologists believe that this is a species complex Das 2002)."
178419,Protobothrops jerdonii,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Protobothrops,jerdonii,,,,,"(Günther, 1875)","This species has four subspecies:  <br/><em>P. jerdonii jerdonii</em> (Günther, 1875) <br/><em>P. jerdonii bourreti</em> (Klemmer, 1963) - Bourret's Pitviper <br/><em>P. jerdonii meridionalis</em> (Bourret, 1935)  <br/><em>P. jerdonii xanthomelas</em> (Günther, 1889) - Red Spotted Pitviper."
178433,Trimeresurus albolabris,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Trimeresurus,albolabris,,,,,"Gray, 1842",<em>Cryptelytrops insularis</em> was split from <em>C. albolabris </em>(Malhotra &amp; Thorpe 2004).
178481,Xenopeltis unicolor,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,XENOPELTIDAE,Xenopeltis,unicolor,,,,,"Reinwardt in Boie, 1827",
178685,Protobothrops kaulbacki,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Protobothrops,kaulbacki,,,,,"(Smith, 1940)",
178722,Argyrophis koshunensis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,TYPHLOPIDAE,Argyrophis,koshunensis,,,,,"(Oshima, 1916)",
183193,Lycodon davisonii,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Lycodon,davisonii,,,,,"(Blanford, 1878)",
183200,Lycodon subcinctus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Lycodon,subcinctus,,,,,"Boie, 1827","This species has been recently placed in the genus <span style=""font-style: italic;"">Ophites</span>. Three subspecies are recognized:<span style=""font-style: italic;""> L. s. subcinctus</span>, <span style=""font-style: italic;"">L. s. maculatus</span>, and <span style=""font-style: italic;"">L. s. sealei</span>. It is possible that the subspecies on Palawan Island (<em>Lycodon subcinctus sealei</em> Leviton, 1955) is an island endemic, however, this needs to be confirmed as Lanza (1999) reported a specimen from Western Sarawak, Malaysia and suggested that the species may have been accidentally introduced to the Philippines."
186095,Protobothrops xiangchengensis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Protobothrops,xiangchengensis,,,,,"(Zhao, Jiang &amp; Huang, 1978)","This taxon was originally described as <span style=""font-style: italic;"">Trimeresurus xiangchengensis </span>by Zhao&#160;<em>et al.&#160;</em>(1978), however, more recently it has been assigned to the genus of <span style=""font-style: italic;"">Protobothrops </span>(Guo&#160;<em>et al.</em>2006). There has been much debate over the validity of this species. McDiarmid&#160;<em>et al.&#160;(19</em>99) suggested that it may be a synonym of <span style=""font-style: italic;"">Protobothrops mucrosquamatus</span>, but Guo&#160;<em>et al.&#160;</em>(2009) concluded that it is a valid species and this arrangement is followed here."
190628,Gonyosoma boulengeri,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Gonyosoma,boulengeri,,,,,"(Mocquard, 1897)",
190641,Azemiops feae,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Azemiops,feae,,,,,"Boulenger, 1888",
190997,Odorrana geminata,ANIMALIA,CHORDATA,AMPHIBIA,ANURA,RANIDAE,Odorrana,geminata,,,,,"Bain, Stuart, Nguyen, Che &amp; Rao, 2009","This species was previously described as Odorrana chapaensis by Ngo <em>et al</em>. 2006 and Che <em>et al</em>. 2007, <em>Amolops chapaensis</em> by Bain and Nguyen, 2004 and <em>Rana sp</em>. ‘‘Cao Bang’’ (ROM 26476) by Chen <em>et al</em>. 2005."
191907,Coelognathus radiatus,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,COLUBRIDAE,Coelognathus,radiatus,,,,,"(Boie, 1827)","<span style=""font-style: italic;"">Coelognathus radiatus </span>was described by Boie in 1827 as <span style=""font-style: italic;"">Coluber radiatus </span>based on specimens collected from Java, Indonesia. Dr. Patrick Russell's work ""Indian Serpentes"" published in 1801 also has drawings of this taxa (Smith 1943). This species has been long included under the  genus <span style=""font-style: italic;"">Elaphe </span>(Smith 1943), but  following Helfenberger (2001) and Utiger <span style=""font-style: italic;"">et al. </span>(2005), the Oriental  Ratsnakes have been assigned to the genus <span style=""font-style: italic;"">Coelognathus</span>."
191909,Trimeresurus gracilis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,VIPERIDAE,Trimeresurus,gracilis,,,,,"Oshima, 1920","Following revision of <span style=""font-style: italic;"">Trimeresurus</span> by Malhotra and Thorpe (2004), the generic identity of this species remains to be clarified. David <span style=""font-style: italic;"">et al.</span> (2011) exclude this species from their arrangement of <span style=""font-style: italic;"">Trimeresurus</span> sensu lato, and suggest that it is likely to warrant a new genus (in their scheme, subgenus)."
191911,Hebius chapaensis,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Hebius,chapaensis,,,,,"(Bourret, 1934)",The taxonomic status of this species should be verified with reference to the original description.
191913,Opisthotropis jacobi,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Opisthotropis,jacobi,,,,,"Angel &amp; Bourret, 1933",
191917,Pseudoxenodon karlschmidti,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,PSEUDOXENODONTIDAE,Pseudoxenodon,karlschmidti,,,,,"Pope, 1928",
191921,Opisthotropis maculosa,ANIMALIA,CHORDATA,REPTILIA,SQUAMATA,NATRICIDAE,Opisthotropis,maculosa,,,,,"Stuart &amp; Chuaynkern, 2007",
